v8-version,7,8,279,23,-node.57,0
code-creation,Eval,12,530673,0x1eaec79ff766,1155, /home/matias/Escritorio/coderHouse/clase32/node_modules/mongoose/lib/connection.js:1:1,0x98d7cf7ff88,~
code-creation,LazyCompile,12,530844,0x2c11309b93de,15,_wrapConnHelper /home/matias/Escritorio/coderHouse/clase32/node_modules/mongoose/lib/connection.js:559:25,0x1eaec79fe718,~
code-creation,Eval,12,531028,0x2c11309ba39e,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/mongoose/lib/helpers/timers.js:1:1,0x2c11309ba2d0,~
code-creation,Eval,12,531043,0x2c11309ba42e,10, /home/matias/Escritorio/coderHouse/clase32/node_modules/mongoose/lib/helpers/timers.js:1:1,0x2c11309ba308,~
code-creation,LazyCompile,12,531200,0x2c11309babae,644,Mongoose /home/matias/Escritorio/coderHouse/clase32/node_modules/mongoose/lib/index.js:66:18,0x36aea1e06d8,~
code-creation,LazyCompile,12,531270,0x2c11309bb516,126,Mongoose.createConnection /home/matias/Escritorio/coderHouse/clase32/node_modules/mongoose/lib/index.js:279:47,0x36aea1e0818,~
code-creation,LazyCompile,12,531294,0x2c11309bb6ee,29,NativeConnection /home/matias/Escritorio/coderHouse/clase32/node_modules/mongoose/lib/drivers/node-mongodb-native/connection.js:19:26,0x98d7cf7f518,~
code-creation,LazyCompile,12,531331,0x2c11309bb946,128,Connection /home/matias/Escritorio/coderHouse/clase32/node_modules/mongoose/lib/connection.js:57:20,0x1eaec79fe6c8,~
code-creation,Eval,12,531599,0x2c11309bccae,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/dotenv/lib/main.js:1:1,0x2c11309bcbe0,~
code-creation,Eval,12,531627,0x2c11309bcf4e,166, /home/matias/Escritorio/coderHouse/clase32/node_modules/dotenv/lib/main.js:1:1,0x2c11309bcc18,~
tick,0x7fc20053b6c0,531643,1,0xa0dce0,3,0xc08eb0,0x24e418665cfa,0x24e4186651e5,0x24e4186614f7,0x966e5915af5,0x28ac44db3715,0x9e58a0,0x22055677555a,0x13be953
code-creation,Eval,12,532029,0x2c11309bdf86,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/log4js.js:1:1,0x2c11309bdeb8,~
code-creation,Eval,12,532061,0x2c11309be3be,282, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/log4js.js:1:1,0x2c11309bdef0,~
code-creation,Eval,12,532305,0x2c11309bec76,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/debug/src/index.js:1:1,0x2c11309beba8,~
code-creation,Eval,12,532326,0x2c11309bed3e,82, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/debug/src/index.js:1:1,0x2c11309bebe0,~
code-creation,Eval,12,532549,0x2c11309bf1c6,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/debug/src/node.js:1:1,0x2c11309bf0f8,~
code-creation,Eval,12,532590,0x2c11309bf7a6,392, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/debug/src/node.js:1:1,0x2c11309bf130,~
tick,0xf765da,532692,0,0x0,0,0x10b2250,0x13d417d,0x24e41865c6eb,0x24e41865c3e0,0x24e41865c079,0x24e41865b490,0x966e59148c7,0x24e41865a164,0x24e418666799,0x2c11309bf869,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x2c11309bed86,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x2c11309be40d,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x28ac44db3715,0x9e58a0,0x22055677555a,0x13be953
code-creation,LazyCompile,12,532897,0x22ba1a92fa7e,19, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/debug/src/node.js:124:55,0x2c11309bf478,~
code-creation,Eval,12,533143,0x22ba1a92fece,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/debug/src/common.js:1:1,0x22ba1a92fe00,~
code-creation,Eval,12,533164,0x22ba1a930046,24, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/debug/src/common.js:1:1,0x22ba1a92fe38,~
code-creation,LazyCompile,12,533227,0x22ba1a9305be,268,setup /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/debug/src/common.js:7:15,0x22ba1a92ff00,~
code-creation,Eval,12,533504,0x22ba1a930f26,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/ms/index.js:1:1,0x22ba1a930e58,~
code-creation,Eval,12,533529,0x22ba1a93118e,85, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/ms/index.js:1:1,0x22ba1a930e90,~
code-creation,LazyCompile,12,533567,0x22ba1a9313ae,20, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/debug/src/common.js:17:27,0x22ba1a930438,~
code-creation,LazyCompile,12,533598,0x22ba1a9314c6,17,load /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/debug/src/node.js:220:14,0x2c11309bf388,~
code-creation,LazyCompile,12,533652,0x22ba1a931646,284,enable /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/debug/src/common.js:162:17,0x22ba1a930258,~
code-creation,LazyCompile,12,533675,0x22ba1a9318e6,41,save /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/debug/src/node.js:203:14,0x2c11309bf338,~
code-creation,LazyCompile,12,533747,0x22ba1a931cae,217,createDebug /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/debug/src/common.js:60:22,0x22ba1a9301b0,~
code-creation,LazyCompile,12,533776,0x22ba1a931f4e,80,useColors /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/debug/src/node.js:155:19,0x2c11309bf1f8,~
tick,0xfb1da6,533809,0,0x0,2,0x1058610,0x2c11309be417,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x28ac44db3715,0x9e58a0,0x22055677555a,0x13be953
code-creation,LazyCompile,12,533825,0x22ba1a9320c6,110,selectColor /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/debug/src/common.js:41:22,0x22ba1a930160,~
code-creation,LazyCompile,12,533875,0x22ba1a93228e,93,init /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/debug/src/node.js:231:14,0x2c11309bf3d8,~
code-creation,LazyCompile,12,534214,0x22ba1a932c5e,194,finalizeEsmResolution internal/modules/cjs/loader.js:821:31,0x301e9e6b06b8,~
code-creation,Eval,12,534474,0x22ba1a9331e6,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/rfdc/index.js:1:1,0x22ba1a933118,~
code-creation,Eval,12,534491,0x22ba1a9333e6,32, /home/matias/Escritorio/coderHouse/clase32/node_modules/rfdc/index.js:1:1,0x22ba1a933150,~
code-creation,LazyCompile,12,534534,0x22ba1a9336b6,61,rfdc /home/matias/Escritorio/coderHouse/clase32/node_modules/rfdc/index.js:12:15,0x22ba1a933268,~
code-creation,Eval,12,534710,0x22ba1a933e8e,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/configuration.js:1:1,0x22ba1a933dc0,~
code-creation,Eval,12,534738,0x22ba1a9342de,175, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/configuration.js:1:1,0x22ba1a933df8,~
tick,0x1393e27,534806,0,0x0,0,0x966e5914d40,0x24e41865a164,0x24e418666799,0x22ba1a9342fd,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x2c11309be441,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x28ac44db3715,0x9e58a0,0x22055677555a,0x13be953
code-creation,Eval,12,535101,0x22ba1a9352a6,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/layouts.js:1:1,0x22ba1a9351d8,~
code-creation,Eval,12,535132,0x22ba1a935e0e,284, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/layouts.js:1:1,0x22ba1a935210,~
code-creation,Eval,12,535501,0x22ba1a936d8e,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/date-format/lib/index.js:1:1,0x22ba1a936cc0,~
code-creation,Eval,12,535538,0x22ba1a9371b6,182, /home/matias/Escritorio/coderHouse/clase32/node_modules/date-format/lib/index.js:1:1,0x22ba1a936cf8,~
code-creation,Eval,12,535840,0x22ba1a937e9e,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/levels.js:1:1,0x22ba1a937dd0,~
tick,0xbe31b0,535866,1,0xa0dce0,2,0xc08eb0,0x24e418665cfa,0x24e4186651e5,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x2c11309be455,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x28ac44db3715,0x9e58a0,0x22055677555a,0x13be953
code-creation,Eval,12,535877,0x22ba1a9385ae,236, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/levels.js:1:1,0x22ba1a937e08,~
code-creation,LazyCompile,12,535951,0x22ba1a938b3e,86,addLevels /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/levels.js:49:19,0x22ba1a937fc0,~
code-creation,LazyCompile,12,535991,0x22ba1a938d86,209, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/levels.js:52:22,0x22ba1a938a00,~
code-creation,LazyCompile,12,536018,0x22ba1a938fbe,21,Level /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/levels.js:16:14,0x22ba1a937ed0,~
code-creation,LazyCompile,12,536071,0x22ba1a9391b6,15, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/levels.js:60:11,0x22ba1a938c98,~
code-creation,LazyCompile,12,536122,0x22ba1a9394be,15, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/levels.js:68:25,0x22ba1a938a50,~
code-creation,LazyCompile,12,536145,0x22ba1a9395e6,57,addListener /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/configuration.js:17:21,0x22ba1a934000,~
code-creation,LazyCompile,12,536209,0x22ba1a9398a6,344,debug /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/debug/src/common.js:66:17,0x22ba1a931a88,~
code-creation,LazyCompile,12,536237,0x22ba1a939ba6,89,get /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/node_modules/debug/src/common.js:125:9,0x22ba1a931ad8,~
code-creation,Eval,12,536517,0x22ba1a93a98e,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/appenders/index.js:1:1,0x22ba1a93a8c0,~
code-creation,Eval,12,536554,0x22ba1a93ad96,638, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/appenders/index.js:1:1,0x22ba1a93a8f8,~
tick,0x147a12c,536920,0,0x0,0,0x24e41866371e,0x24e418662256,0x24e4186614e9,0x966e5915af5,0x24e41865a164,0x24e418666799,0x22ba1a93ae09,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x2c11309be45f,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x28ac44db3715,0x9e58a0,0x22055677555a,0x13be953
code-creation,Eval,12,536990,0x52c0c5e88be,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/clustering.js:1:1,0x52c0c5e87f0,~
code-creation,Eval,12,537020,0x52c0c5e8cee,234, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/clustering.js:1:1,0x52c0c5e8828,~
code-creation,Eval,12,537237,0x52c0c5e9566,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/LoggingEvent.js:1:1,0x52c0c5e9498,~
code-creation,Eval,12,537263,0x52c0c5e9976,167, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/LoggingEvent.js:1:1,0x52c0c5e94d0,~
code-creation,Eval,12,537693,0x52c0c5ea9be,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/flatted/cjs/index.js:1:1,0x52c0c5ea8f0,~
code-creation,Eval,12,537718,0x52c0c5eadb6,172, /home/matias/Escritorio/coderHouse/clase32/node_modules/flatted/cjs/index.js:1:1,0x52c0c5ea928,~
code-creation,LazyCompile,12,537784,0x52c0c5eb2d6,107,SerDe /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/LoggingEvent.js:8:14,0x52c0c5e9598,~
code-creation,LazyCompile,12,537829,0x52c0c5eb56e,36, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/LoggingEvent.js:17:37,0x52c0c5eb158,~
tick,0x13c297b,537977,0,0x0,0,0x966e5912b2d,0x24e41865b4f0,0x966e59148c7,0x24e41865a164,0x24e418666799,0x22ba1a93ae33,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x2c11309be45f,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x28ac44db3715,0x9e58a0,0x22055677555a,0x13be953
code-creation,Eval,12,538066,0x52c0c5ebc5e,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/appenders/adapters.js:1:1,0x52c0c5ebb90,~
code-creation,Eval,12,538086,0x52c0c5ebec6,71, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/appenders/adapters.js:1:1,0x52c0c5ebbc8,~
code-creation,Eval,12,538240,0x52c0c5ec37e,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/appenders/console.js:1:1,0x52c0c5ec2b0,~
code-creation,Eval,12,538258,0x52c0c5ec4e6,64, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/appenders/console.js:1:1,0x52c0c5ec2e8,~
code-creation,Eval,12,538401,0x52c0c5ec8fe,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/appenders/stdout.js:1:1,0x52c0c5ec830,~
code-creation,Eval,12,538417,0x52c0c5eca46,26, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/appenders/stdout.js:1:1,0x52c0c5ec868,~
code-creation,Eval,12,538551,0x52c0c5ece2e,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/appenders/stderr.js:1:1,0x52c0c5ecd60,~
code-creation,Eval,12,538571,0x52c0c5ecf7e,32, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/appenders/stderr.js:1:1,0x52c0c5ecd98,~
code-creation,Eval,12,538710,0x52c0c5ed416,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/appenders/logLevelFilter.js:1:1,0x52c0c5ed348,~
code-creation,Eval,12,538725,0x52c0c5ed566,32, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/appenders/logLevelFilter.js:1:1,0x52c0c5ed380,~
code-creation,Eval,12,538860,0x52c0c5ed99e,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/appenders/categoryFilter.js:1:1,0x52c0c5ed8d0,~
code-creation,Eval,12,538877,0x52c0c5edafe,55, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/appenders/categoryFilter.js:1:1,0x52c0c5ed908,~
tick,0x1394081,539037,0,0x0,0,0x24e41865ef3f,0x24e41865ee01,0x24e4186621d3,0x24e4186614e9,0x966e5915af5,0x24e41865a164,0x24e418666799,0x22ba1a93af05,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x2c11309be45f,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x28ac44db3715,0x9e58a0,0x22055677555a,0x13be953
code-creation,Eval,12,539069,0x52c0c5edfbe,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/appenders/noLogFilter.js:1:1,0x52c0c5edef0,~
code-creation,Eval,12,539090,0x52c0c5ee176,61, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/appenders/noLogFilter.js:1:1,0x52c0c5edf28,~
code-creation,Eval,12,539311,0x52c0c5ee7f6,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/appenders/file.js:1:1,0x52c0c5ee728,~
code-creation,Eval,12,539333,0x52c0c5eea16,134, /home/matias/Escritorio/coderHouse/clase32/node_modules/log4js/lib/appenders/file.js:1:1,0x52c0c5ee760,~
code-creation,Eval,12,539639,0x52c0c5ef3b6,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/lib/index.js:1:1,0x52c0c5ef2e8,~
code-creation,Eval,12,539657,0x52c0c5ef4c6,51, /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/lib/index.js:1:1,0x52c0c5ef320,~
code-creation,Eval,12,539941,0x52c0c5efe5e,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/lib/RollingFileWriteStream.js:1:1,0x52c0c5efd90,~
code-creation,Eval,12,539976,0x52c0c5f04d6,279, /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/lib/RollingFileWriteStream.js:1:1,0x52c0c5efdc8,~
tick,0xf451d0,540092,0,0x0,0,0xc4c5e0,0x24e41865c742,0x28ac44dadb84,0x966e591221f,0x24e41865b4f0,0x966e59148c7,0x24e41865a164,0x24e418666799,0x52c0c5f04fe,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x52c0c5ef4d1,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x52c0c5eea65,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x22ba1a93af27,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x2c11309be45f,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x28ac44db3715,0x9e58a0,0x22055677555a,0x13be953
code-creation,Eval,12,540285,0x52c0c5fee16,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/node_modules/debug/src/index.js:1:1,0x52c0c5fed48,~
code-creation,Eval,12,540306,0x52c0c5feede,82, /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/node_modules/debug/src/index.js:1:1,0x52c0c5fed80,~
code-creation,Eval,12,540526,0x52c0c5ff37e,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/node_modules/debug/src/node.js:1:1,0x52c0c5ff2b0,~
code-creation,Eval,12,540567,0x52c0c5ff95e,392, /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/node_modules/debug/src/node.js:1:1,0x52c0c5ff2e8,~
code-creation,LazyCompile,12,540848,0x22ba1a93b86e,19, /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/node_modules/debug/src/node.js:124:55,0x52c0c5ff630,~
code-creation,Eval,12,541094,0x22ba1a93bc96,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/node_modules/debug/src/common.js:1:1,0x22ba1a93bbc8,~
code-creation,Eval,12,541124,0x22ba1a93be0e,24, /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/node_modules/debug/src/common.js:1:1,0x22ba1a93bc00,~
tick,0x7fc20056aa6f,541156,1,0xa0dce0,3,0xc08eb0,0x24e418665cfa,0x24e4186651e5,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x52c0c5ffab2,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x52c0c5fef26,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x52c0c5f04fe,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x52c0c5ef4d1,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x52c0c5eea65,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x22ba1a93af27,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x2c11309be45f,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x28ac44db3715,0x9e58a0,0x22055677555a,0x13be953
code-creation,LazyCompile,12,541196,0x22ba1a93c386,268,setup /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/node_modules/debug/src/common.js:7:15,0x22ba1a93bcc8,~
code-creation,Eval,12,541440,0x22ba1a93cc56,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/node_modules/ms/index.js:1:1,0x22ba1a93cb88,~
code-creation,Eval,12,541460,0x22ba1a93cebe,85, /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/node_modules/ms/index.js:1:1,0x22ba1a93cbc0,~
code-creation,LazyCompile,12,541498,0x22ba1a93d0de,20, /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/node_modules/debug/src/common.js:17:27,0x22ba1a93c200,~
code-creation,LazyCompile,12,541526,0x22ba1a93d1f6,17,load /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/node_modules/debug/src/node.js:220:14,0x52c0c5ff540,~
code-creation,LazyCompile,12,541580,0x22ba1a93d376,284,enable /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/node_modules/debug/src/common.js:162:17,0x22ba1a93c020,~
code-creation,LazyCompile,12,541603,0x22ba1a93d616,41,save /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/node_modules/debug/src/node.js:203:14,0x52c0c5ff4f0,~
code-creation,LazyCompile,12,541665,0x22ba1a93d9de,217,createDebug /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/node_modules/debug/src/common.js:60:22,0x22ba1a93bf78,~
code-creation,LazyCompile,12,541693,0x22ba1a93dc7e,80,useColors /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/node_modules/debug/src/node.js:155:19,0x52c0c5ff3b0,~
code-creation,LazyCompile,12,541730,0x22ba1a93ddf6,110,selectColor /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/node_modules/debug/src/common.js:41:22,0x22ba1a93bf28,~
code-creation,LazyCompile,12,541788,0x22ba1a93e0de,93,init /home/matias/Escritorio/coderHouse/clase32/node_modules/streamroller/node_modules/debug/src/node.js:231:14,0x52c0c5ff590,~
code-creation,Eval,12,542046,0x22ba1a93ea4e,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/fs-extra/lib/index.js:1:1,0x22ba1a93e980,~
code-creation,Eval,12,542071,0x22ba1a93ec06,231, /home/matias/Escritorio/coderHouse/clase32/node_modules/fs-extra/lib/index.js:1:1,0x22ba1a93e9b8,~
tick,0x966e5915577,542208,0,0x0,0,0x24e41865a164,0x24e418666799,0x22ba1a93ec21,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x52c0c5f0512,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x52c0c5ef4d1,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x52c0c5eea65,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x22ba1a93af27,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x2c11309be45f,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x28ac44db3715,0x9e58a0,0x22055677555a,0x13be953
code-creation,Eval,12,542293,0x22ba1a93f14e,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/fs-extra/lib/fs/index.js:1:1,0x22ba1a93f080,~
code-creation,Eval,12,542321,0x22ba1a93f46e,217, /home/matias/Escritorio/coderHouse/clase32/node_modules/fs-extra/lib/fs/index.js:1:1,0x22ba1a93f0b8,~
code-creation,Eval,12,542540,0x22ba1a93fcc6,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/universalify/index.js:1:1,0x22ba1a93fbf8,~
code-creation,Eval,12,542556,0x22ba1a93fe56,19, /home/matias/Escritorio/coderHouse/clase32/node_modules/universalify/index.js:1:1,0x22ba1a93fc30,~
code-creation,LazyCompile,12,542650,0x445449dd2ce,15, /home/matias/Escritorio/coderHouse/clase32/node_modules/fs-extra/lib/fs/index.js:40:10,0x22ba1a93f180,~
code-creation,LazyCompile,12,542687,0x445449dd3d6,31, /home/matias/Escritorio/coderHouse/clase32/node_modules/fs-extra/lib/fs/index.js:49:25,0x22ba1a93f1d0,~
code-creation,LazyCompile,12,542746,0x445449dd52e,4,get /home/matias/Escritorio/coderHouse/clase32/node_modules/graceful-fs/graceful-fs.js:253:19,0x36aea1d5158,~
code-creation,LazyCompile,12,542772,0x445449dd62e,4,get /home/matias/Escritorio/coderHouse/clase32/node_modules/graceful-fs/graceful-fs.js:263:19,0x36aea1d51f8,~
code-creation,LazyCompile,12,542790,0x445449dd6ee,4,get /home/matias/Escritorio/coderHouse/clase32/node_modules/graceful-fs/graceful-fs.js:276:19,0x36aea1d5298,~
code-creation,LazyCompile,12,542810,0x445449dd7ae,4,get /home/matias/Escritorio/coderHouse/clase32/node_modules/graceful-fs/graceful-fs.js:287:19,0x36aea1d5338,~
code-creation,LazyCompile,12,542830,0x445449dd88e,34, /home/matias/Escritorio/coderHouse/clase32/node_modules/fs-extra/lib/fs/index.js:59:13,0x22ba1a93f220,~
code-creation,LazyCompile,12,542854,0x445449dda56,55,exports.fromCallback /home/matias/Escritorio/coderHouse/clase32/node_modules/universalify/index.js:3:33,0x22ba1a93fcf8,~
code-creation,Eval,12,543055,0x445449de05e,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/fs-extra/lib/copy-sync/index.js:1:1,0x445449ddf90,~
code-creation,Eval,12,543072,0x445449de12e,27, /home/matias/Escritorio/coderHouse/clase32/node_modules/fs-extra/lib/copy-sync/index.js:1:1,0x445449ddfc8,~
tick,0xbfa2a0,543263,1,0xa0dce0,2,0xc08eb0,0x24e418665cfa,0x24e4186651e5,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x445449de139,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x22ba1a93ec2b,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x52c0c5f0512,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x52c0c5ef4d1,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x52c0c5eea65,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x22ba1a93af27,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x24e41865a164,0x24e418666799,0x2c11309be45f,0x24e41866534c,0x24e4186614f7,0x966e5915af5,0x28ac44db3715,0x9e58a0,0x22055677555a,0x13be953
code-creation,Eval,12,543322,0x445449df29e,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/fs-extra/lib/copy-sync/copy-sync.js:1:1,0x445449df1d0,~
code-creation,Eval,12,543346,0x445449df83e,199, /home/matias/Escritorio/coderHouse/clase32/node_modules/fs-extra/lib/copy-sync/copy-sync.js:1:1,0x445449df208,~
code-creation,Eval,12,543567,0x445449e01de,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/fs-extra/lib/mkdirs/index.js:1:1,0x445449e0110,~
code-creation,Eval,12,543587,0x445449e033e,93, /home/matias/Escritorio/coderHouse/clase32/node_modules/fs-extra/lib/mkdirs/index.js:1:1,0x445449e0148,~
code-creation,Eval,12,543786,0x445449e0ae6,6, /home/matias/Escritorio/coderHouse/clase32/node_modules/fs-extra/lib/mkdirs/mkdirs.js:1:1,0x445449e0a18,~
code-creation,Eval,12,543805,0x445449e0c36,88, /home/matias/Escritorio/coderHouse/clase32/node_modules/fs-extra/lib/mkdirs/mkdirs.js:1:1,0x445449e0a50,~
